index,times,temperature,humidity,winddirection,windpower,rains,waterlevels63002501,rains63002550,waterlevels63002550,waterlevels
2021-03-08 06:00:00,308.06,8.0,100.0,5,1.0,0.0,4.54,0.0,114.7,4.07
2021-03-08 07:00:00,308.07,8.0,100.0,4,1.0,0.0,4.54,0.0,114.72,4.07
2021-03-08 08:00:00,308.08,8.0,100.0,6,1.0,0.0,4.54,0.0,114.73,4.07
2021-03-08 09:00:00,308.09,9.0,100.0,3,1.0,0.0,4.54,0.0,114.74,4.07
2021-03-08 10:00:00,308.1,9.0,100.0,3,1.0,0.0,4.54,0.0,114.76,4.07
2021-03-08 11:00:00,308.11,10.0,99.0,5,1.0,0.0,4.54,0.0,114.78,4.07
2021-03-08 12:00:00,308.12,11.0,94.0,3,1.0,0.0,4.54,0.0,114.8,4.07
2021-03-08 13:00:00,308.13,12.0,86.0,3,1.0,0.0,4.54,0.0,114.81,4.07
2021-03-08 14:00:00,308.14,12.0,84.0,2,1.0,0.0,4.54,0.0,114.83,4.07
2021-03-08 15:00:00,308.15,11.0,89.0,2,1.0,1.0,4.54,1.0,114.85,4.07
2021-03-08 16:00:00,308.16,11.0,94.0,1,1.0,3.0,4.54,2.0,114.87,4.07
2021-03-08 17:00:00,308.17,10.0,96.0,2,1.0,2.0,4.55,1.5,114.89,4.07
2021-03-08 18:00:00,308.18,9.0,95.0,2,1.0,0.5,4.55,1.0,114.91,4.07
2021-03-08 19:00:00,308.19,9.0,96.0,2,1.0,0.5,4.55,0.0,114.94,4.08
2021-03-08 20:00:00,308.2,9.0,95.0,2,1.0,0.0,4.55,0.0,114.96,4.08
2021-03-08 21:00:00,308.21,10.0,95.0,2,1.0,0.0,4.55,0.5,114.98,4.08
2021-03-08 22:00:00,308.22,9.0,92.0,2,1.0,0.0,4.55,0.0,115.01,4.08
2021-03-08 23:00:00,308.23,7.0,99.0,5,1.0,0.0,4.55,0.0,115.03,4.08
2021-03-09 00:00:00,309.0,9.0,85.0,2,1.0,0.0,4.55,0.0,115.05,4.08
2021-03-09 01:00:00,309.01,9.0,86.0,1,1.0,0.0,4.55,0.5,115.08,4.08
2021-03-09 02:00:00,309.02,9.0,86.0,8,1.0,0.0,4.55,0.0,115.1,4.09
2021-03-09 03:00:00,309.03,9.0,86.0,8,1.0,0.0,4.54,0.0,115.13,4.09
2021-03-09 04:00:00,309.04,9.0,92.0,1,1.0,0.0,4.54,0.0,115.15,4.09
2021-03-09 05:00:00,309.05,8.0,96.0,8,1.0,0.0,4.54,0.0,115.17,4.09
2021-03-09 06:00:00,309.06,8.0,95.0,1,1.0,0.0,4.54,0.0,115.2,4.09
2021-03-09 07:00:00,309.07,8.0,96.0,6,1.0,0.0,4.54,0.0,115.23,4.09
